time,temperature_2m,relative_humidity_2m,precipitation,rain,cloud_cover,wind_speed_10m,wind_gusts_10m,session_key,circuit_key,weather_date,latitude,longitude
2024-09-15T08:00,26.5,25,0.0,0.0,1,25.0,43.9,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T09:00,26.6,25,0.0,0.0,1,24.3,43.2,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T10:00,26.5,26,0.0,0.0,0,23.8,42.5,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T11:00,26.2,26,0.0,0.0,0,23.0,41.8,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T12:00,25.5,30,0.0,0.0,0,22.5,40.0,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T13:00,24.7,37,0.0,0.0,0,20.8,36.7,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T14:00,23.6,42,0.0,0.0,0,18.8,34.9,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T15:00,22.3,52,0.0,0.0,0,13.5,30.6,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T16:00,21.4,59,0.0,0.0,0,10.0,21.6,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T17:00,20.9,60,0.0,0.0,0,9.4,18.0,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T18:00,20.1,65,0.0,0.0,0,8.4,15.5,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T19:00,19.5,70,0.0,0.0,0,8.8,13.3,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T20:00,19.0,73,0.0,0.0,0,8.8,13.3,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T21:00,18.5,74,0.0,0.0,0,9.0,13.3,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T22:00,18.3,74,0.0,0.0,0,10.0,14.4,9598,144,2024-09-15,40.3725,49.8533
2024-09-15T23:00,18.0,74,0.0,0.0,0,10.7,15.8,9598,144,2024-09-15,40.3725,49.8533
2024-09-22T00:00,25.6,93,0.0,0.0,100,1.1,6.5,9606,61,2024-09-22,1.2914,103.864
2024-09-22T01:00,29.7,67,0.0,0.0,46,7.7,14.4,9606,61,2024-09-22,1.2914,103.864
2024-09-22T02:00,30.5,61,0.0,0.0,100,10.7,20.9,9606,61,2024-09-22,1.2914,103.864
2024-09-22T03:00,31.0,60,0.0,0.0,77,10.6,22.3,9606,61,2024-09-22,1.2914,103.864
2024-09-22T04:00,31.5,58,0.0,0.0,87,7.1,22.3,9606,61,2024-09-22,1.2914,103.864
2024-09-22T05:00,31.7,58,0.0,0.0,54,5.8,21.6,9606,61,2024-09-22,1.2914,103.864
2024-09-22T06:00,32.0,58,0.0,0.0,96,7.2,22.7,9606,61,2024-09-22,1.2914,103.864
2024-09-22T07:00,32.2,57,0.0,0.0,99,9.2,24.5,9606,61,2024-09-22,1.2914,103.864
2024-09-22T08:00,32.0,56,0.0,0.0,98,8.8,24.1,9606,61,2024-09-22,1.2914,103.864
2024-09-22T09:00,31.9,56,0.0,0.0,100,7.9,20.2,9606,61,2024-09-22,1.2914,103.864
2024-09-22T10:00,31.4,59,0.0,0.0,100,5.9,17.6,9606,61,2024-09-22,1.2914,103.864
2024-09-22T11:00,30.3,67,0.0,0.0,100,10.4,16.2,9606,61,2024-09-22,1.2914,103.864
2024-09-22T12:00,29.1,79,0.0,0.0,18,14.0,21.6,9606,61,2024-09-22,1.2914,103.864
2024-09-22T13:00,29.0,81,0.0,0.0,100,13.3,19.8,9606,61,2024-09-22,1.2914,103.864
2024-09-22T14:00,28.8,84,0.0,0.0,100,12.4,19.1,9606,61,2024-09-22,1.2914,103.864
2024-09-22T15:00,28.5,85,0.0,0.0,100,12.3,18.0,9606,61,2024-09-22,1.2914,103.864
2024-09-22T16:00,28.6,85,0.0,0.0,100,14.8,20.2,9606,61,2024-09-22,1.2914,103.864
2024-09-22T17:00,28.5,85,0.0,0.0,100,16.3,23.4,9606,61,2024-09-22,1.2914,103.864
2024-09-22T18:00,28.4,87,0.0,0.0,100,13.8,23.4,9606,61,2024-09-22,1.2914,103.864
2024-09-22T19:00,28.2,88,0.0,0.0,100,13.4,19.4,9606,61,2024-09-22,1.2914,103.864
2024-09-22T20:00,28.0,89,0.0,0.0,100,13.6,19.1,9606,61,2024-09-22,1.2914,103.864
2024-09-22T21:00,27.9,89,0.0,0.0,100,11.6,19.1,9606,61,2024-09-22,1.2914,103.864
2024-09-22T22:00,27.8,90,0.0,0.0,100,10.8,15.8,9606,61,2024-09-22,1.2914,103.864
2024-09-22T23:00,27.6,91,0.0,0.0,100,11.3,15.8,9606,61,2024-09-22,1.2914,103.864
2024-10-20T00:00,26.6,36,0.0,0.0,2,12.6,28.8,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T01:00,25.4,39,0.0,0.0,2,14.3,22.3,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T02:00,24.4,39,0.0,0.0,0,13.7,22.3,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T03:00,23.4,42,0.0,0.0,0,13.0,21.2,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T04:00,22.6,49,0.0,0.0,4,15.5,24.1,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T05:00,21.9,63,0.0,0.0,0,13.1,24.1,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T06:00,21.1,69,0.0,0.0,0,9.8,20.5,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T07:00,20.1,72,0.0,0.0,0,6.8,15.5,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T08:00,19.0,77,0.0,0.0,0,7.3,10.1,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T09:00,18.2,81,0.0,0.0,0,6.6,9.4,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T10:00,17.8,83,0.0,0.0,0,5.3,8.3,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T11:00,17.4,86,0.0,0.0,0,5.9,8.6,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T12:00,17.0,89,0.0,0.0,0,6.2,9.4,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T13:00,16.2,93,0.0,0.0,0,7.2,11.2,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T14:00,18.5,80,0.0,0.0,0,8.1,16.2,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T15:00,21.2,63,0.0,0.0,0,9.1,20.2,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T16:00,24.0,53,0.0,0.0,0,10.2,22.7,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T17:00,26.0,43,0.0,0.0,0,11.7,25.9,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T18:00,27.5,36,0.0,0.0,0,12.3,27.0,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T19:00,28.5,31,0.0,0.0,0,12.5,27.7,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T20:00,29.1,28,0.0,0.0,0,12.4,27.4,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T21:00,29.4,26,0.0,0.0,0,12.8,27.0,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T22:00,29.1,25,0.0,0.0,0,12.8,26.6,9617,9,2024-10-20,30.1328,-97.6411
2024-10-20T23:00,28.4,27,0.0,0.0,0,12.0,24.5,9617,9,2024-10-20,30.1328,-97.6411
2024-10-27T00:00,17.5,58,0.1,0.1,89,18.6,24.8,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T01:00,15.1,66,0.0,0.0,42,21.8,31.3,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T02:00,13.9,74,0.0,0.0,38,20.9,31.3,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T03:00,13.4,76,0.0,0.0,20,19.1,30.6,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T04:00,12.9,80,0.0,0.0,36,16.3,27.7,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T05:00,12.8,83,0.0,0.0,42,14.4,24.1,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T06:00,12.2,86,0.0,0.0,23,11.5,21.2,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T07:00,11.9,88,0.0,0.0,35,11.2,16.6,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T08:00,11.8,90,0.0,0.0,40,10.8,16.2,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T09:00,11.5,91,0.0,0.0,76,10.2,15.5,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T10:00,11.7,90,0.0,0.0,85,10.3,14.8,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T11:00,11.8,89,0.0,0.0,83,10.2,15.1,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T12:00,11.9,88,0.0,0.0,73,9.4,14.8,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T13:00,12.1,87,0.0,0.0,38,7.6,14.0,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T14:00,13.3,79,0.0,0.0,16,7.6,13.3,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T15:00,14.7,72,0.0,0.0,73,8.9,17.6,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T16:00,16.2,65,0.0,0.0,41,10.3,20.5,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T17:00,17.8,58,0.0,0.0,100,10.3,22.0,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T18:00,18.8,52,0.0,0.0,96,10.6,21.6,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T19:00,19.6,50,0.0,0.0,60,11.5,22.7,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T20:00,20.2,48,0.1,0.1,40,12.6,24.1,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T21:00,20.6,47,0.0,0.0,39,11.1,24.8,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T22:00,20.9,45,0.0,0.0,98,9.0,22.3,9625,65,2024-10-27,19.4042,-99.0907
2024-10-27T23:00,18.6,56,1.6,1.6,56,14.8,21.6,9625,65,2024-10-27,19.4042,-99.0907
2024-11-03T00:00,20.6,98,0.0,0.0,100,5.5,9.7,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T01:00,20.2,95,0.0,0.0,100,4.0,7.9,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T02:00,19.8,97,0.0,0.0,100,4.4,7.9,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T03:00,19.9,98,0.0,0.0,100,3.4,8.6,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T04:00,19.5,99,0.1,0.1,100,4.0,6.1,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T05:00,19.9,99,0.4,0.4,100,3.6,6.1,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T06:00,19.9,97,0.7,0.7,100,4.8,7.9,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T07:00,19.7,96,1.0,1.0,100,5.2,9.4,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T08:00,19.5,95,0.7,0.7,100,4.6,9.4,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T09:00,19.5,96,0.2,0.2,100,5.9,9.7,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T10:00,20.0,95,0.2,0.2,100,8.6,14.8,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T11:00,20.1,93,1.4,1.4,100,7.3,18.4,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T12:00,20.8,89,0.5,0.5,100,9.3,18.7,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T13:00,21.1,86,0.5,0.5,100,14.2,25.9,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T14:00,21.9,83,0.3,0.3,100,14.7,27.7,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T15:00,21.1,87,0.9,0.9,100,13.9,27.0,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T16:00,20.8,88,1.7,1.7,100,12.8,23.4,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T17:00,20.6,85,2.5,2.5,100,15.2,26.3,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T18:00,20.6,85,2.0,2.0,100,12.8,26.6,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T19:00,20.5,89,1.2,1.2,100,13.4,22.0,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T20:00,20.2,95,0.5,0.5,100,14.8,24.1,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T21:00,19.6,97,0.5,0.5,100,12.4,24.5,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T22:00,19.5,95,0.8,0.8,100,14.1,23.8,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-03T23:00,19.4,95,0.5,0.5,100,14.0,23.4,9636,14,2024-11-03,-23.7036,-46.6997
2024-11-24T00:00,20.8,34,0.0,0.0,54,19.5,45.0,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T01:00,20.4,31,0.0,0.0,20,20.4,46.1,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T02:00,20.2,31,0.0,0.0,22,23.7,49.0,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T03:00,19.4,34,0.0,0.0,40,24.6,51.5,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T04:00,18.5,42,0.0,0.0,90,25.8,54.4,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T05:00,17.4,49,0.0,0.0,65,23.2,54.4,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T06:00,16.4,54,0.0,0.0,0,21.8,48.2,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T07:00,15.5,54,0.0,0.0,0,20.7,45.4,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T08:00,14.6,55,0.0,0.0,6,18.9,42.1,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T09:00,14.0,58,0.0,0.0,32,18.3,38.2,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T10:00,13.6,58,0.0,0.0,6,16.0,37.1,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T11:00,13.1,58,0.0,0.0,1,12.8,32.4,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T12:00,12.6,58,0.0,0.0,14,10.6,25.9,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T13:00,13.2,51,0.0,0.0,84,9.1,24.8,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T14:00,11.6,59,0.0,0.0,21,7.6,18.7,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T15:00,10.4,63,0.0,0.0,75,11.4,21.6,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T16:00,12.3,54,0.0,0.0,85,11.9,24.5,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T17:00,14.9,43,0.0,0.0,63,12.1,29.5,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T18:00,16.4,35,0.0,0.0,87,10.7,29.9,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T19:00,17.6,31,0.0,0.0,82,7.3,28.1,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T20:00,18.4,28,0.0,0.0,99,5.1,22.7,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T21:00,18.6,27,0.0,0.0,44,6.2,20.2,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T22:00,18.7,27,0.0,0.0,91,8.3,23.4,9644,152,2024-11-24,36.1162,-115.1745
2024-11-24T23:00,18.3,27,0.0,0.0,0,10.0,25.9,9644,152,2024-11-24,36.1162,-115.1745
2024-12-01T00:00,17.5,73,0.0,0.0,3,17.4,26.3,9655,150,2024-12-01,25.49,51.4542
2024-12-01T01:00,17.5,73,0.0,0.0,5,17.3,26.3,9655,150,2024-12-01,25.49,51.4542
2024-12-01T02:00,17.4,71,0.0,0.0,2,16.8,25.9,9655,150,2024-12-01,25.49,51.4542
2024-12-01T03:00,17.2,68,0.0,0.0,2,15.3,25.2,9655,150,2024-12-01,25.49,51.4542
2024-12-01T04:00,17.8,67,0.0,0.0,5,16.7,24.5,9655,150,2024-12-01,25.49,51.4542
2024-12-01T05:00,19.5,63,0.0,0.0,0,18.3,28.4,9655,150,2024-12-01,25.49,51.4542
2024-12-01T06:00,21.2,57,0.0,0.0,6,23.0,36.7,9655,150,2024-12-01,25.49,51.4542
2024-12-01T07:00,22.4,51,0.0,0.0,12,25.6,41.8,9655,150,2024-12-01,25.49,51.4542
2024-12-01T08:00,23.0,48,0.0,0.0,8,25.6,42.5,9655,150,2024-12-01,25.49,51.4542
2024-12-01T09:00,23.1,46,0.0,0.0,1,26.2,43.2,9655,150,2024-12-01,25.49,51.4542
2024-12-01T10:00,23.1,46,0.0,0.0,4,27.4,45.0,9655,150,2024-12-01,25.49,51.4542
2024-12-01T11:00,23.0,47,0.0,0.0,2,28.6,46.1,9655,150,2024-12-01,25.49,51.4542
2024-12-01T12:00,22.4,48,0.0,0.0,1,28.6,46.1,9655,150,2024-12-01,25.49,51.4542
2024-12-01T13:00,21.4,51,0.0,0.0,1,28.4,45.7,9655,150,2024-12-01,25.49,51.4542
2024-12-01T14:00,20.5,55,0.0,0.0,1,24.5,43.9,9655,150,2024-12-01,25.49,51.4542
2024-12-01T15:00,19.9,58,0.0,0.0,0,22.1,36.7,9655,150,2024-12-01,25.49,51.4542
2024-12-01T16:00,19.5,59,0.0,0.0,0,20.8,33.1,9655,150,2024-12-01,25.49,51.4542
2024-12-01T17:00,19.0,61,0.0,0.0,0,19.5,31.3,9655,150,2024-12-01,25.49,51.4542
2024-12-01T18:00,18.6,63,0.0,0.0,0,17.6,29.5,9655,150,2024-12-01,25.49,51.4542
2024-12-01T19:00,18.3,65,0.0,0.0,13,15.9,26.6,9655,150,2024-12-01,25.49,51.4542
2024-12-01T20:00,18.1,66,0.0,0.0,14,15.0,24.1,9655,150,2024-12-01,25.49,51.4542
2024-12-01T21:00,17.9,67,0.0,0.0,14,14.1,23.0,9655,150,2024-12-01,25.49,51.4542
2024-12-01T22:00,17.5,68,0.0,0.0,2,13.9,21.2,9655,150,2024-12-01,25.49,51.4542
2024-12-01T23:00,17.4,68,0.0,0.0,2,14.0,21.2,9655,150,2024-12-01,25.49,51.4542
2024-12-08T00:00,20.1,87,0.0,0.0,0,5.8,8.3,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T01:00,21.2,84,0.0,0.0,0,7.6,11.2,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T02:00,20.1,87,0.0,0.0,0,6.8,10.8,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T03:00,19.1,89,0.0,0.0,0,7.5,10.8,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T04:00,20.1,76,0.0,0.0,0,11.6,15.8,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T05:00,22.8,59,0.0,0.0,0,10.6,19.1,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T06:00,25.5,47,0.0,0.0,0,10.3,20.9,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T07:00,27.5,37,0.0,0.0,0,12.6,25.6,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T08:00,28.6,30,0.0,0.0,0,12.4,26.3,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T09:00,29.5,24,0.0,0.0,0,11.7,25.9,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T10:00,30.0,23,0.0,0.0,0,9.7,24.8,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T11:00,30.0,21,0.0,0.0,0,7.8,21.6,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T12:00,29.5,23,0.0,0.0,0,9.4,18.0,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T13:00,26.2,48,0.0,0.0,0,16.3,28.4,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T14:00,24.9,58,0.0,0.0,0,14.1,26.6,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T15:00,24.3,63,0.0,0.0,0,13.4,21.6,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T16:00,23.8,65,0.0,0.0,0,12.3,20.9,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T17:00,22.9,63,0.0,0.0,0,10.4,19.1,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T18:00,22.1,44,0.0,0.0,0,9.1,15.8,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T19:00,21.1,39,0.0,0.0,0,8.7,14.0,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T20:00,20.4,41,0.0,0.0,0,8.8,13.3,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T21:00,19.5,42,0.0,0.0,0,8.5,13.7,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T22:00,18.8,43,0.0,0.0,0,8.2,13.0,9662,70,2024-12-08,24.4672,54.6031
2024-12-08T23:00,18.1,42,0.0,0.0,0,8.6,12.6,9662,70,2024-12-08,24.4672,54.6031
2025-03-16T00:00,20.2,92,2.6,2.6,100,15.7,34.6,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T01:00,19.5,91,3.2,3.2,100,18.8,35.3,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T02:00,18.1,85,1.0,1.0,100,26.0,55.4,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T03:00,16.9,84,2.9,2.9,100,29.4,58.3,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T04:00,16.5,79,1.6,1.6,100,26.1,60.5,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T05:00,16.1,71,0.4,0.4,100,24.5,61.9,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T06:00,15.8,65,0.1,0.1,47,25.0,61.2,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T07:00,14.5,71,0.1,0.1,33,25.7,64.4,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T08:00,14.2,71,0.1,0.1,14,20.6,69.5,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T09:00,13.1,72,0.4,0.4,20,22.4,52.2,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T10:00,12.6,68,0.1,0.1,28,21.4,52.9,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T11:00,12.6,67,0.1,0.1,26,21.9,50.8,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T12:00,12.9,68,0.1,0.1,28,20.7,46.8,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T13:00,12.4,69,0.0,0.0,33,23.4,50.8,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T14:00,12.8,68,0.3,0.3,46,23.2,48.2,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T15:00,13.1,65,0.1,0.1,36,24.8,50.8,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T16:00,13.6,63,0.0,0.0,48,24.6,51.5,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T17:00,13.9,60,0.0,0.0,90,24.4,51.8,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T18:00,14.1,59,0.0,0.0,81,24.8,52.9,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T19:00,14.2,59,0.0,0.0,30,24.5,52.2,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T20:00,14.3,59,0.0,0.0,86,22.1,49.3,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T21:00,14.4,60,0.0,0.0,52,20.6,45.0,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T22:00,15.0,57,0.0,0.0,91,19.3,42.1,9693,10,2025-03-16,-37.8497,144.968
2025-03-16T23:00,15.5,51,0.0,0.0,90,21.5,48.2,9693,10,2025-03-16,-37.8497,144.968
2025-03-23T00:00,16.3,45,0.0,0.0,0,7.9,19.4,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T01:00,20.2,36,0.0,0.0,0,8.3,23.0,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T02:00,23.1,30,0.0,0.0,0,11.1,29.5,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T03:00,25.2,27,0.0,0.0,0,13.1,34.6,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T04:00,26.7,23,0.0,0.0,0,15.1,38.9,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T05:00,27.5,20,0.0,0.0,0,18.0,44.3,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T06:00,27.7,19,0.0,0.0,0,19.4,47.2,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T07:00,27.8,18,0.0,0.0,24,19.7,47.5,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T08:00,27.4,21,0.0,0.0,98,17.9,46.4,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T09:00,26.3,24,0.0,0.0,90,12.2,41.0,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T10:00,24.9,29,0.0,0.0,100,13.4,27.4,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T11:00,21.5,44,0.0,0.0,100,20.6,48.2,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T12:00,19.0,59,0.4,0.4,100,17.1,43.9,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T13:00,17.4,71,1.3,1.3,100,14.7,36.0,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T14:00,17.2,73,0.3,0.3,100,7.4,28.1,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T15:00,16.8,79,0.6,0.6,100,5.8,14.0,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T16:00,16.2,81,0.5,0.5,100,10.7,18.0,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T17:00,15.4,80,0.3,0.3,100,14.0,25.9,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T18:00,15.6,76,0.0,0.0,23,10.9,24.8,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T19:00,14.8,79,0.0,0.0,3,10.6,19.8,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T20:00,14.2,81,0.0,0.0,0,11.8,21.2,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T21:00,13.8,83,0.0,0.0,0,12.0,22.7,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T22:00,13.3,85,0.0,0.0,0,11.7,22.3,9998,49,2025-03-23,31.3389,121.2197
2025-03-23T23:00,14.3,79,0.0,0.0,0,11.9,22.7,9998,49,2025-03-23,31.3389,121.2197
2025-04-06T00:00,12.8,84,0.0,0.0,89,7.6,20.9,10006,46,2025-04-06,34.8431,136.541
2025-04-06T01:00,13.7,82,0.8,0.8,79,15.4,32.4,10006,46,2025-04-06,34.8431,136.541
2025-04-06T02:00,14.9,75,0.0,0.0,88,13.9,32.0,10006,46,2025-04-06,34.8431,136.541
2025-04-06T03:00,14.6,80,0.0,0.0,76,13.2,32.8,10006,46,2025-04-06,34.8431,136.541
2025-04-06T04:00,13.9,89,4.9,4.9,43,7.3,33.5,10006,46,2025-04-06,34.8431,136.541
2025-04-06T05:00,14.7,80,0.5,0.5,28,14.1,31.0,10006,46,2025-04-06,34.8431,136.541
2025-04-06T06:00,15.9,73,0.0,0.0,39,9.6,31.3,10006,46,2025-04-06,34.8431,136.541
2025-04-06T07:00,15.7,74,0.0,0.0,12,4.8,23.4,10006,46,2025-04-06,34.8431,136.541
2025-04-06T08:00,14.8,77,0.0,0.0,14,1.9,14.8,10006,46,2025-04-06,34.8431,136.541
2025-04-06T09:00,13.1,88,1.2,1.2,37,1.7,15.1,10006,46,2025-04-06,34.8431,136.541
2025-04-06T10:00,12.9,89,0.0,0.0,17,9.1,13.3,10006,46,2025-04-06,34.8431,136.541
