fact_lap_id,date_id,race_id,circuit_id,driver_id,team_id,stint_id,weather_context_id,session_key,meeting_key,driver_number,lap_number,lap_duration_sec,sector_1_duration_sec,sector_2_duration_sec,sector_3_duration_sec,i1_speed,i2_speed,st_speed,compound,tyre_age_lap,track_temperature_c,air_temperature_c,rainfall_flag,lap_time_delta_to_stint_best_sec,lap_time_delta_to_driver_median_sec,valid_racing_lap_flag,is_pit_lap,pit_window_flag,pit_window_relative_lap,pit_window_phase,position_nearest
35,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,35,92.249,33.736,29.176,29.337,,304.0,309.0,HARD,16,31.79256756756757,26.09189189189189,0,0.3429999999999893,-1.358000000000004,True,False,False,,,
36,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,36,92.384,33.812,29.204,29.368,290.0,304.0,311.0,HARD,17,31.79256756756757,26.09189189189189,0,0.47799999999999443,-1.222999999999999,True,False,False,,,
37,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,37,92.496,33.844,29.29,29.362,292.0,305.0,312.0,HARD,18,31.79256756756757,26.09189189189189,0,0.5899999999999892,-1.1110000000000042,True,False,False,,,
38,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,38,93.123,34.607,29.176,29.34,291.0,305.0,312.0,HARD,19,31.79256756756757,26.09189189189189,0,1.2169999999999987,-0.48399999999999466,True,False,False,,,
39,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,39,92.432,33.87,29.263,29.299,,306.0,314.0,HARD,20,31.79256756756757,26.09189189189189,0,0.5259999999999962,-1.1749999999999972,True,False,False,,,
40,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,40,92.606,33.947,29.238,29.421,,307.0,312.0,HARD,21,31.79256756756757,26.09189189189189,0,0.6999999999999886,-1.0010000000000048,True,False,False,,,
41,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,41,92.638,34.131,29.221,29.286,290.0,310.0,315.0,HARD,22,31.79256756756757,26.09189189189189,0,0.7319999999999993,-0.9689999999999941,True,False,False,,,
42,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,42,92.274,33.899,29.131,29.244,292.0,309.0,317.0,HARD,23,31.79256756756757,26.09189189189189,0,0.367999999999995,-1.3329999999999984,True,False,False,,,
43,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,43,92.343,33.863,29.151,29.329,291.0,306.0,311.0,HARD,24,31.79256756756757,26.09189189189189,0,0.4369999999999976,-1.2639999999999958,True,False,False,,,
44,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,44,92.848,33.922,29.333,29.593,292.0,306.0,312.0,HARD,25,31.79256756756757,26.09189189189189,0,0.9419999999999931,-0.7590000000000003,True,False,False,,,
45,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,45,92.968,34.195,29.328,29.445,290.0,309.0,315.0,HARD,26,31.79256756756757,26.09189189189189,0,1.0619999999999976,-0.6389999999999958,True,False,False,,,
46,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,46,93.148,34.3,29.362,29.486,291.0,307.0,313.0,HARD,27,31.79256756756757,26.09189189189189,0,1.2419999999999902,-0.4590000000000032,True,False,False,,,
47,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,47,93.238,34.414,29.397,29.427,290.0,309.0,314.0,HARD,28,31.79256756756757,26.09189189189189,0,1.3319999999999936,-0.3689999999999998,True,False,False,,,
48,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,48,93.607,34.375,29.582,29.65,,306.0,315.0,HARD,29,31.79256756756757,26.09189189189189,0,1.7009999999999934,0.0,True,False,False,,,
49,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,49,93.835,34.363,29.448,30.024,291.0,305.0,299.0,HARD,30,31.79256756756757,26.09189189189189,0,1.9289999999999878,0.22799999999999443,True,False,False,,,
50,20230319,7779,149,1,12,7779_1_2,7779,7779,1142,1,50,91.906,33.543,29.045,29.318,292.0,310.0,316.0,HARD,31,31.79256756756757,26.09189189189189,0,0.0,-1.7009999999999934,True,False,False,,,
51,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,1,107.64,44.672,31.376,31.592,286.0,266.0,330.0,HARD,0,31.79256756756757,26.09189189189189,0,11.513999999999996,11.513999999999996,True,False,False,,,
52,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,2,99.426,37.672,31.009,30.745,287.0,298.0,313.0,HARD,1,31.79256756756757,26.09189189189189,0,3.299999999999997,3.299999999999997,True,False,False,,,
53,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,3,96.997,36.195,30.357,30.445,284.0,311.0,311.0,HARD,2,31.79256756756757,26.09189189189189,0,0.8709999999999951,0.8709999999999951,True,False,False,,,
54,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,4,96.844,36.08,30.345,30.419,,316.0,312.0,HARD,3,31.79256756756757,26.09189189189189,0,0.7179999999999893,0.7179999999999893,True,False,False,,,
55,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,5,96.881,36.17,30.386,30.325,285.0,315.0,312.0,HARD,4,31.79256756756757,26.09189189189189,0,0.7549999999999955,0.7549999999999955,True,False,False,,,
56,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,6,97.043,36.296,30.383,30.364,,314.0,311.0,HARD,5,31.79256756756757,26.09189189189189,0,0.9170000000000016,0.9170000000000016,True,False,False,,,
57,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,7,97.282,36.384,30.486,30.412,284.0,314.0,311.0,HARD,6,31.79256756756757,26.09189189189189,0,1.1559999999999917,1.1559999999999917,True,False,False,,,
58,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,8,98.259,37.555,30.393,30.311,286.0,328.0,334.0,HARD,7,31.79256756756757,26.09189189189189,0,2.1329999999999956,2.1329999999999956,True,False,False,,,
59,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,9,97.159,36.602,30.361,30.196,287.0,324.0,329.0,HARD,8,31.79256756756757,26.09189189189189,0,1.0330000000000013,1.0330000000000013,True,False,False,,,
60,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,10,96.757,36.189,30.339,30.229,,311.0,325.0,HARD,9,31.79256756756757,26.09189189189189,0,0.6310000000000002,0.6310000000000002,True,False,False,,,
61,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,11,96.735,36.03,30.337,30.368,,307.0,312.0,HARD,10,31.79256756756757,26.09189189189189,0,0.6089999999999947,0.6089999999999947,True,False,False,,,
62,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,12,96.645,36.067,30.146,30.432,,310.0,310.0,HARD,11,31.79256756756757,26.09189189189189,0,0.5189999999999912,0.5189999999999912,True,False,False,,,
63,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,13,96.126,35.752,30.021,30.353,286.0,308.0,310.0,HARD,12,31.79256756756757,26.09189189189189,0,0.0,0.0,True,False,False,,,
64,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,14,96.434,35.86,30.276,30.298,287.0,313.0,312.0,HARD,13,31.79256756756757,26.09189189189189,0,0.3079999999999927,0.3079999999999927,True,False,False,,,
65,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,15,96.19,35.711,30.175,30.304,288.0,312.0,309.0,HARD,14,31.79256756756757,26.09189189189189,0,0.06399999999999295,0.06399999999999295,True,False,False,,,
66,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,16,96.154,35.625,30.226,30.303,,310.0,309.0,HARD,15,31.79256756756757,26.09189189189189,0,0.027999999999991587,0.027999999999991587,True,False,False,,,
67,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,17,107.279,35.942,30.296,41.041,287.0,309.0,137.0,HARD,16,31.79256756756757,26.09189189189189,0,11.152999999999992,11.152999999999992,True,False,False,,,
68,20230319,7779,149,2,13,7779_2_1,7779,7779,1142,2,18,136.225,47.148,43.768,45.309,260.0,177.0,213.0,HARD,17,31.79256756756757,26.09189189189189,0,40.09899999999999,40.09899999999999,True,False,False,,,
69,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,19,142.638,57.247,32.173,53.218,275.0,190.0,95.0,MEDIUM,0,31.79256756756757,26.09189189189189,0,48.16900000000001,46.512,False,False,False,,,
70,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,20,144.92,54.066,49.709,41.145,182.0,100.0,226.0,MEDIUM,1,31.79256756756757,26.09189189189189,0,50.45099999999999,48.79399999999998,True,False,False,,,
71,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,21,98.699,37.381,30.502,30.816,289.0,308.0,316.0,MEDIUM,2,31.79256756756757,26.09189189189189,0,4.230000000000004,2.5729999999999933,True,False,False,,,
72,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,22,97.11,36.372,30.302,30.436,288.0,310.0,309.0,MEDIUM,3,31.79256756756757,26.09189189189189,0,2.6410000000000053,0.9839999999999947,True,False,False,,,
73,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,23,95.822,36.024,29.862,29.936,289.0,327.0,336.0,MEDIUM,4,31.79256756756757,26.09189189189189,0,1.3530000000000086,-0.30400000000000205,True,False,False,,,
74,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,24,95.557,35.579,30.017,29.961,,323.0,332.0,MEDIUM,5,31.79256756756757,26.09189189189189,0,1.088000000000008,-0.5690000000000026,True,False,False,,,
75,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,25,95.738,35.844,30.003,29.891,290.0,330.0,331.0,MEDIUM,6,31.79256756756757,26.09189189189189,0,1.2690000000000055,-0.38800000000000523,True,False,False,,,
76,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,26,96.912,36.356,30.448,30.108,,283.0,326.0,MEDIUM,7,31.79256756756757,26.09189189189189,0,2.443000000000012,0.7860000000000014,True,False,False,,,
77,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,27,95.604,35.532,29.868,30.204,288.0,308.0,306.0,MEDIUM,8,31.79256756756757,26.09189189189189,0,1.1350000000000051,-0.5220000000000056,True,False,False,,,
78,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,28,95.208,35.382,29.886,29.94,290.0,310.0,310.0,MEDIUM,9,31.79256756756757,26.09189189189189,0,0.7390000000000043,-0.9180000000000064,True,False,False,,,
79,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,29,94.738,35.229,29.702,29.807,,319.0,328.0,MEDIUM,10,31.79256756756757,26.09189189189189,0,0.26900000000000546,-1.3880000000000052,True,False,False,,,
80,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,30,96.407,36.596,29.831,29.98,289.0,321.0,324.0,MEDIUM,11,31.79256756756757,26.09189189189189,0,1.9380000000000024,0.2809999999999917,True,False,False,,,
81,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,31,95.039,35.385,29.724,29.93,290.0,324.0,324.0,MEDIUM,12,31.79256756756757,26.09189189189189,0,0.5700000000000074,-1.0870000000000033,True,False,False,,,
82,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,32,95.314,35.383,29.775,30.156,291.0,320.0,331.0,MEDIUM,13,31.79256756756757,26.09189189189189,0,0.8449999999999989,-0.8120000000000118,True,False,False,,,
83,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,33,95.325,35.608,29.899,29.818,289.0,305.0,322.0,MEDIUM,14,31.79256756756757,26.09189189189189,0,0.8560000000000088,-0.8010000000000019,True,False,False,,,
84,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,34,95.069,35.353,29.808,29.908,291.0,321.0,327.0,MEDIUM,15,31.79256756756757,26.09189189189189,0,0.6000000000000085,-1.0570000000000022,True,False,False,,,
85,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,35,95.523,35.628,29.965,29.93,289.0,308.0,322.0,MEDIUM,16,31.79256756756757,26.09189189189189,0,1.054000000000002,-0.6030000000000086,True,False,False,,,
86,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,36,95.534,35.293,30.024,30.217,,306.0,307.0,MEDIUM,17,31.79256756756757,26.09189189189189,0,1.065000000000012,-0.5919999999999987,True,False,False,,,
87,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,37,95.437,35.36,29.984,30.093,290.0,308.0,305.0,MEDIUM,18,31.79256756756757,26.09189189189189,0,0.9680000000000035,-0.6890000000000072,True,False,False,,,
88,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,38,96.144,36.336,29.885,29.923,,311.0,325.0,MEDIUM,19,31.79256756756757,26.09189189189189,0,1.6750000000000114,0.018000000000000682,True,False,False,,,
89,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,39,95.718,35.517,29.99,30.211,288.0,309.0,308.0,MEDIUM,20,31.79256756756757,26.09189189189189,0,1.2490000000000094,-0.40800000000000125,True,False,False,,,
90,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,40,95.18,35.217,29.897,30.066,289.0,310.0,307.0,MEDIUM,21,31.79256756756757,26.09189189189189,0,0.7110000000000127,-0.945999999999998,True,False,False,,,
91,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,41,95.974,35.177,29.779,31.018,,307.0,305.0,MEDIUM,22,31.79256756756757,26.09189189189189,0,1.5050000000000097,-0.15200000000000102,True,False,False,,,
92,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,42,95.92,35.852,29.839,30.229,,311.0,310.0,MEDIUM,23,31.79256756756757,26.09189189189189,0,1.4510000000000076,-0.20600000000000307,True,False,False,,,
93,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,43,95.229,35.158,29.895,30.176,290.0,311.0,307.0,MEDIUM,24,31.79256756756757,26.09189189189189,0,0.7600000000000051,-0.8970000000000056,True,False,False,,,
94,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,44,94.905,34.928,29.873,30.104,289.0,307.0,308.0,MEDIUM,25,31.79256756756757,26.09189189189189,0,0.43600000000000705,-1.2210000000000036,True,False,False,,,
95,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,45,95.13,35.094,29.893,30.143,,307.0,310.0,MEDIUM,26,31.79256756756757,26.09189189189189,0,0.6610000000000014,-0.9960000000000093,True,False,False,,,
96,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,46,94.569,34.835,29.692,30.042,,311.0,307.0,MEDIUM,27,31.79256756756757,26.09189189189189,0,0.10000000000000853,-1.5570000000000022,True,False,False,,,
97,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,47,94.896,35.019,29.88,29.997,288.0,312.0,309.0,MEDIUM,28,31.79256756756757,26.09189189189189,0,0.4270000000000067,-1.230000000000004,True,False,False,,,
98,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,48,94.584,34.942,29.695,29.947,,309.0,308.0,MEDIUM,29,31.79256756756757,26.09189189189189,0,0.1150000000000091,-1.5420000000000016,True,False,False,,,
99,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,49,94.469,34.76,29.761,29.948,,312.0,311.0,MEDIUM,30,31.79256756756757,26.09189189189189,0,0.0,-1.6570000000000107,True,False,False,,,
100,20230319,7779,149,2,13,7779_2_2,7779,7779,1142,2,50,96.175,36.176,29.877,30.122,287.0,311.0,309.0,MEDIUM,31,31.79256756756757,26.09189189189189,0,1.706000000000003,0.04899999999999238,True,False,False,,,
101,20230319,7779,149,4,8,7779_4_1,7779,7779,1142,4,1,106.608,43.947,31.462,31.199,281.0,281.0,311.0,SOFT,0,31.79256756756757,26.09189189189189,0,3.538000000000011,10.900499999999994,True,False,False,,,
102,20230319,7779,149,4,8,7779_4_1,7779,7779,1142,4,2,103.07,38.124,31.129,33.817,277.0,300.0,306.0,SOFT,1,31.79256756756757,26.09189189189189,0,0.0,7.362499999999983,True,False,False,,,
103,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,3,123.534,61.889,30.814,30.831,271.0,286.0,287.0,HARD,0,31.79256756756757,26.09189189189189,0,28.01100000000001,27.826499999999996,False,False,False,,,
104,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,4,96.627,36.023,30.224,30.38,279.0,297.0,299.0,HARD,1,31.79256756756757,26.09189189189189,0,1.1039999999999992,0.9194999999999851,True,False,False,,,
105,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,5,95.929,35.157,30.317,30.455,280.0,296.0,296.0,HARD,2,31.79256756756757,26.09189189189189,0,0.4060000000000059,0.22149999999999181,True,False,False,,,
106,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,6,95.963,35.238,30.39,30.335,,298.0,296.0,HARD,3,31.79256756756757,26.09189189189189,0,0.4399999999999977,0.25549999999998363,True,False,False,,,
107,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,7,95.771,35.175,30.229,30.367,,295.0,294.0,HARD,4,31.79256756756757,26.09189189189189,0,0.24800000000000466,0.06349999999999056,True,False,False,,,
108,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,8,95.523,35.054,30.118,30.351,281.0,296.0,296.0,HARD,5,31.79256756756757,26.09189189189189,0,0.0,-0.1845000000000141,True,False,False,,,
109,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,9,95.721,35.056,30.125,30.54,,296.0,292.0,HARD,6,31.79256756756757,26.09189189189189,0,0.1980000000000075,0.013499999999993406,True,False,False,,,
110,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,10,96.141,35.339,30.3,30.502,282.0,302.0,296.0,HARD,7,31.79256756756757,26.09189189189189,0,0.6180000000000092,0.4334999999999951,True,False,False,,,
111,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,11,96.1,35.385,30.236,30.479,283.0,300.0,297.0,HARD,8,31.79256756756757,26.09189189189189,0,0.5769999999999982,0.3924999999999841,True,False,False,,,
112,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,12,96.285,35.314,30.375,30.596,,300.0,296.0,HARD,9,31.79256756756757,26.09189189189189,0,0.7620000000000005,0.5774999999999864,True,False,False,,,
113,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,13,96.269,35.484,30.298,30.487,,302.0,298.0,HARD,10,31.79256756756757,26.09189189189189,0,0.7460000000000093,0.5614999999999952,True,False,False,,,
114,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,14,96.289,35.394,30.282,30.613,281.0,301.0,297.0,HARD,11,31.79256756756757,26.09189189189189,0,0.7660000000000053,0.5814999999999912,True,False,False,,,
115,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,15,96.228,35.381,30.358,30.489,284.0,302.0,297.0,HARD,12,31.79256756756757,26.09189189189189,0,0.7049999999999983,0.5204999999999842,True,False,False,,,
116,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,16,96.446,35.715,30.265,30.466,283.0,301.0,297.0,HARD,13,31.79256756756757,26.09189189189189,0,0.9230000000000018,0.7384999999999877,True,False,False,,,
117,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,17,116.008,35.293,40.028,40.687,284.0,109.0,283.0,HARD,14,31.79256756756757,26.09189189189189,0,20.485,20.300499999999985,True,False,False,,,
118,20230319,7779,149,4,8,7779_4_2,7779,7779,1142,4,18,137.711,50.87,42.522,44.319,255.0,266.0,154.0,HARD,15,31.79256756756757,26.09189189189189,0,42.18800000000002,42.0035,True,False,False,,,
