fact_lap_id,date_id,race_id,circuit_id,driver_id,team_id,stint_id,weather_context_id,session_key,meeting_key,driver_number,lap_number,lap_duration_sec,sector_1_duration_sec,sector_2_duration_sec,sector_3_duration_sec,i1_speed,i2_speed,st_speed,compound,tyre_age_lap,track_temperature_c,air_temperature_c,rainfall_flag,lap_time_delta_to_stint_best_sec,lap_time_delta_to_driver_median_sec,valid_racing_lap_flag,is_pit_lap,pit_window_flag,pit_window_relative_lap,pit_window_phase,position_nearest
9193,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,38,80.869,24.431,25.204,31.234,248.0,273.0,294.0,HARD,1,30.593209876543213,18.530246913580246,0,4.271000000000001,2.8205000000000098,False,False,True,1.0,Pit-out lap,
9194,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,39,77.308,21.675,24.826,30.807,247.0,275.0,305.0,HARD,2,30.593209876543213,18.530246913580246,0,0.710000000000008,-0.7404999999999831,True,False,True,2.0,First normal lap after pit,
9195,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,40,77.192,21.571,24.78,30.841,,276.0,305.0,HARD,3,30.593209876543213,18.530246913580246,0,0.5939999999999941,-0.8564999999999969,True,False,False,,,
9196,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,41,77.35,21.655,24.803,30.892,246.0,277.0,308.0,HARD,4,30.593209876543213,18.530246913580246,0,0.7519999999999953,-0.6984999999999957,True,False,False,,,
9197,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,42,77.355,21.716,24.777,30.862,247.0,278.0,306.0,HARD,5,30.593209876543213,18.530246913580246,0,0.757000000000005,-0.693499999999986,True,False,False,,,
9198,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,43,77.202,21.642,24.769,30.791,,278.0,305.0,HARD,6,30.593209876543213,18.530246913580246,0,0.6039999999999992,-0.8464999999999918,True,False,False,,,
9199,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,44,77.106,21.574,24.722,30.81,244.0,279.0,305.0,HARD,7,30.593209876543213,18.530246913580246,0,0.5079999999999956,-0.9424999999999955,True,False,False,,,
9200,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,45,76.874,21.524,24.634,30.716,246.0,280.0,304.0,HARD,8,30.593209876543213,18.530246913580246,0,0.27599999999999625,-1.1744999999999948,True,False,False,,,
9201,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,46,76.812,21.471,24.615,30.726,247.0,277.0,303.0,HARD,9,30.593209876543213,18.530246913580246,0,0.21399999999999864,-1.2364999999999924,True,False,False,,,
9202,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,47,77.022,21.519,24.646,30.857,249.0,279.0,305.0,HARD,10,30.593209876543213,18.530246913580246,0,0.4240000000000066,-1.0264999999999844,True,False,False,,,
9203,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,48,77.081,21.513,24.704,30.864,248.0,279.0,303.0,HARD,11,30.593209876543213,18.530246913580246,0,0.4830000000000041,-0.9674999999999869,True,False,False,,,
9204,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,49,77.164,21.674,24.72,30.77,244.0,279.0,305.0,HARD,12,30.593209876543213,18.530246913580246,0,0.5660000000000025,-0.8844999999999885,True,False,False,,,
9205,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,50,77.357,21.769,24.756,30.832,247.0,279.0,306.0,HARD,13,30.593209876543213,18.530246913580246,0,0.7590000000000003,-0.6914999999999907,True,False,False,,,
9206,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,51,77.173,21.639,24.611,30.923,248.0,279.0,305.0,HARD,14,30.593209876543213,18.530246913580246,0,0.5750000000000028,-0.8754999999999882,True,False,False,,,
9207,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,52,76.906,21.39,24.7,30.816,247.0,279.0,304.0,HARD,15,30.593209876543213,18.530246913580246,0,0.30800000000000693,-1.142499999999984,True,False,False,,,
9208,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,53,76.712,21.455,24.517,30.74,248.0,280.0,304.0,HARD,16,30.593209876543213,18.530246913580246,0,0.11400000000000432,-1.3364999999999867,True,False,False,,,
9209,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,54,76.87,21.495,24.577,30.798,250.0,280.0,304.0,HARD,17,30.593209876543213,18.530246913580246,0,0.27200000000000557,-1.1784999999999854,True,False,False,,,
9210,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,55,76.95,21.393,24.697,30.86,247.0,279.0,305.0,HARD,18,30.593209876543213,18.530246913580246,0,0.35200000000000387,-1.0984999999999872,True,False,False,,,
9211,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,56,76.826,21.566,24.524,30.736,248.0,279.0,304.0,HARD,19,30.593209876543213,18.530246913580246,0,0.22799999999999443,-1.2224999999999966,True,False,False,,,
9212,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,57,76.895,21.438,24.569,30.888,,277.0,304.0,HARD,20,30.593209876543213,18.530246913580246,0,0.29699999999999704,-1.153499999999994,True,False,False,,,
9213,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,58,76.68,21.473,24.561,30.646,,280.0,308.0,HARD,21,30.593209876543213,18.530246913580246,0,0.08200000000000784,-1.3684999999999832,True,False,False,,,
9214,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,59,76.598,21.355,24.496,30.747,250.0,279.0,309.0,HARD,22,30.593209876543213,18.530246913580246,0,0.0,-1.450499999999991,True,False,False,,,
9215,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,60,76.716,21.415,24.619,30.682,,277.0,309.0,HARD,23,30.593209876543213,18.530246913580246,0,0.117999999999995,-1.332499999999996,True,False,False,,,
9216,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,61,76.781,21.45,24.571,30.76,,279.0,309.0,HARD,24,30.593209876543213,18.530246913580246,0,0.18300000000000693,-1.267499999999984,True,False,False,,,
9217,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,62,76.805,21.382,24.638,30.785,247.0,280.0,309.0,HARD,25,30.593209876543213,18.530246913580246,0,0.20700000000000784,-1.2434999999999832,True,False,False,,,
9218,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,63,77.242,21.451,24.946,30.845,248.0,278.0,311.0,HARD,26,30.593209876543213,18.530246913580246,0,0.6440000000000055,-0.8064999999999856,True,False,False,,,
9219,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,64,76.935,21.507,24.641,30.787,251.0,280.0,311.0,HARD,27,30.593209876543213,18.530246913580246,0,0.3370000000000033,-1.1134999999999877,True,False,False,,,
9220,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,65,76.853,21.445,24.603,30.805,252.0,279.0,312.0,HARD,28,30.593209876543213,18.530246913580246,0,0.25499999999999545,-1.1954999999999956,True,False,False,,,
9221,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,66,76.711,21.516,24.602,30.593,250.0,281.0,331.0,HARD,29,30.593209876543213,18.530246913580246,0,0.11299999999999955,-1.3374999999999915,True,False,False,,,
9222,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,67,77.2,21.701,24.824,30.675,,282.0,330.0,HARD,30,30.593209876543213,18.530246913580246,0,0.6020000000000039,-0.8484999999999872,True,False,False,,,
9223,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,68,77.0,21.729,24.743,30.528,251.0,282.0,332.0,HARD,31,30.593209876543213,18.530246913580246,0,0.402000000000001,-1.04849999999999,True,False,False,,,
9224,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,69,77.09,21.811,24.736,30.543,252.0,279.0,331.0,HARD,32,30.593209876543213,18.530246913580246,0,0.49200000000000443,-0.9584999999999866,True,False,False,,,
9225,20230618,9110,23,81,8,9110_81_3,9110,9110,1212,81,70,77.296,21.709,24.619,30.968,253.0,284.0,331.0,HARD,33,30.593209876543213,18.530246913580246,0,0.6980000000000075,-0.7524999999999835,True,False,False,,,
9226,20230702,9118,19,1,12,9118_1_1,9118,9118,1213,1,1,77.969,20.916,31.613,25.44,292.0,233.0,297.0,MEDIUM,0,32.05424836601307,22.398039215686275,1,0.0,8.441999999999993,True,False,True,-1.0,Lap before pit,
9227,20230702,9118,19,1,12,9118_1_1,9118,9118,1213,1,2,115.479,31.698,46.293,37.488,176.0,184.0,195.0,MEDIUM,1,32.05424836601307,22.398039215686275,1,37.510000000000005,45.952,False,True,True,0.0,Pit lap,
9228,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,3,124.721,37.877,46.298,40.546,191.0,61.0,236.0,MEDIUM,0,32.05424836601307,22.398039215686275,1,55.03,55.194,False,False,True,1.0,Pit-out lap,
9229,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,4,69.691,17.618,30.97,21.103,293.0,230.0,297.0,MEDIUM,1,32.05424836601307,22.398039215686275,1,0.0,0.16400000000000148,True,False,True,2.0,First normal lap after pit,
9230,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,5,70.026,17.716,31.158,21.152,285.0,230.0,289.0,MEDIUM,2,32.05424836601307,22.398039215686275,1,0.33499999999999375,0.4989999999999952,True,False,False,,,
9231,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,6,70.156,17.681,31.308,21.167,286.0,231.0,288.0,MEDIUM,3,32.05424836601307,22.398039215686275,1,0.4650000000000034,0.6290000000000049,True,False,False,,,
9232,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,7,70.168,17.733,31.265,21.17,288.0,228.0,291.0,MEDIUM,4,32.05424836601307,22.398039215686275,1,0.47700000000000387,0.6410000000000053,True,False,False,,,
9233,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,8,69.967,17.679,31.137,21.151,290.0,229.0,292.0,MEDIUM,5,32.05424836601307,22.398039215686275,1,0.27599999999999625,0.4399999999999977,True,False,False,,,
9234,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,9,69.989,17.59,31.216,21.183,293.0,230.0,291.0,MEDIUM,6,32.05424836601307,22.398039215686275,1,0.2980000000000018,0.4620000000000033,True,False,False,,,
9235,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,10,69.856,17.605,31.174,21.077,291.0,228.0,290.0,MEDIUM,7,32.05424836601307,22.398039215686275,1,0.16499999999999204,0.3289999999999935,True,False,False,,,
9236,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,11,70.051,17.643,31.272,21.136,293.0,228.0,293.0,MEDIUM,8,32.05424836601307,22.398039215686275,1,0.35999999999999943,0.5240000000000009,True,False,False,,,
9237,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,12,69.833,17.591,31.121,21.121,296.0,230.0,294.0,MEDIUM,9,32.05424836601307,22.398039215686275,1,0.1419999999999959,0.3059999999999974,True,False,False,,,
9238,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,13,70.196,17.669,31.232,21.295,295.0,229.0,291.0,MEDIUM,10,32.05424836601307,22.398039215686275,1,0.5049999999999955,0.6689999999999969,True,False,False,,,
9239,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,14,73.573,17.65,31.903,24.02,275.0,229.0,293.0,MEDIUM,11,32.05424836601307,22.398039215686275,1,3.881999999999991,4.045999999999992,True,False,False,,,
9240,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,15,93.592,24.171,40.334,29.087,219.0,203.0,280.0,MEDIUM,12,32.05424836601307,22.398039215686275,1,23.900999999999996,24.064999999999998,True,False,False,,,
9241,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,16,79.611,24.619,33.788,21.204,173.0,231.0,287.0,MEDIUM,13,32.05424836601307,22.398039215686275,1,9.920000000000002,10.084000000000003,True,False,False,,,
9242,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,17,69.924,17.653,31.205,21.066,299.0,230.0,290.0,MEDIUM,14,32.05424836601307,22.398039215686275,1,0.2330000000000041,0.39700000000000557,True,False,False,,,
9243,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,18,70.002,17.681,31.181,21.14,293.0,228.0,292.0,MEDIUM,15,32.05424836601307,22.398039215686275,1,0.31099999999999284,0.4749999999999943,True,False,False,,,
9244,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,19,69.942,17.622,31.213,21.107,295.0,228.0,292.0,MEDIUM,16,32.05424836601307,22.398039215686275,1,0.25099999999999056,0.41499999999999204,True,False,False,,,
9245,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,20,70.16,17.672,31.316,21.172,293.0,229.0,293.0,MEDIUM,17,32.05424836601307,22.398039215686275,1,0.4689999999999941,0.6329999999999956,True,False,False,,,
9246,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,21,70.142,17.729,31.264,21.149,,230.0,295.0,MEDIUM,18,32.05424836601307,22.398039215686275,1,0.4509999999999934,0.6149999999999949,True,False,False,,,
9247,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,22,70.337,17.662,31.399,21.276,,225.0,293.0,MEDIUM,19,32.05424836601307,22.398039215686275,1,0.6460000000000008,0.8100000000000023,True,False,False,,,
9248,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,23,70.396,17.659,31.502,21.235,295.0,227.0,296.0,MEDIUM,20,32.05424836601307,22.398039215686275,1,0.7049999999999983,0.8689999999999998,True,False,True,-1.0,Lap before pit,
9249,20230702,9118,19,1,12,9118_1_2,9118,9118,1213,1,24,73.519,17.669,31.481,24.369,294.0,229.0,295.0,MEDIUM,21,32.05424836601307,22.398039215686275,1,3.828000000000003,3.9920000000000044,False,True,True,0.0,Pit lap,
9250,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,25,86.769,34.338,31.305,21.126,304.0,231.0,318.0,HARD,0,32.05424836601307,22.398039215686275,1,17.840000000000003,17.242000000000004,False,False,True,1.0,Pit-out lap,
9251,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,26,68.929,17.321,30.689,20.919,320.0,233.0,315.0,HARD,1,32.05424836601307,22.398039215686275,1,0.0,-0.597999999999999,True,False,True,2.0,First normal lap after pit,
9252,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,27,69.245,17.544,30.851,20.85,290.0,234.0,291.0,HARD,2,32.05424836601307,22.398039215686275,1,0.3160000000000025,-0.2819999999999965,True,False,False,,,
9253,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,28,69.251,17.468,30.873,20.91,293.0,232.0,294.0,HARD,3,32.05424836601307,22.398039215686275,1,0.32200000000000273,-0.27599999999999625,True,False,False,,,
9254,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,29,69.289,17.466,30.9,20.923,294.0,232.0,294.0,HARD,4,32.05424836601307,22.398039215686275,1,0.35999999999999943,-0.23799999999999955,True,False,False,,,
9255,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,30,69.373,17.468,31.009,20.896,296.0,231.0,293.0,HARD,5,32.05424836601307,22.398039215686275,1,0.4440000000000026,-0.15399999999999636,True,False,False,,,
9256,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,31,69.576,17.466,31.191,20.919,295.0,230.0,293.0,HARD,6,32.05424836601307,22.398039215686275,1,0.6469999999999914,0.04899999999999238,True,False,False,,,
9257,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,32,69.603,17.456,31.116,21.031,,231.0,293.0,HARD,7,32.05424836601307,22.398039215686275,1,0.6739999999999924,0.0759999999999934,True,False,False,,,
9258,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,33,69.631,17.511,31.015,21.105,298.0,231.0,297.0,HARD,8,32.05424836601307,22.398039215686275,1,0.7019999999999982,0.1039999999999992,True,False,False,,,
9259,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,34,69.779,17.213,31.4,21.166,317.0,225.0,321.0,HARD,9,32.05424836601307,22.398039215686275,1,0.8499999999999943,0.25199999999999534,True,False,False,,,
9260,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,35,69.265,17.242,31.014,21.009,303.0,230.0,311.0,HARD,10,32.05424836601307,22.398039215686275,1,0.3359999999999985,-0.26200000000000045,True,False,False,,,
9261,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,36,69.367,17.512,30.825,21.03,299.0,232.0,314.0,HARD,11,32.05424836601307,22.398039215686275,1,0.4380000000000024,-0.1599999999999966,True,False,False,,,
9262,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,37,69.707,17.511,31.122,21.074,300.0,230.0,297.0,HARD,12,32.05424836601307,22.398039215686275,1,0.7779999999999916,0.1799999999999926,True,False,False,,,
9263,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,38,69.568,17.544,31.003,21.021,298.0,232.0,297.0,HARD,13,32.05424836601307,22.398039215686275,1,0.6389999999999958,0.04099999999999682,True,False,False,,,
9264,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,39,69.386,17.29,31.171,20.925,319.0,231.0,296.0,HARD,14,32.05424836601307,22.398039215686275,1,0.45699999999999363,-0.14100000000000534,True,False,False,,,
9265,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,40,69.431,17.564,30.998,20.869,295.0,232.0,296.0,HARD,15,32.05424836601307,22.398039215686275,1,0.5019999999999953,-0.09600000000000364,True,False,False,,,
9266,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,41,69.527,17.521,31.127,20.879,,233.0,295.0,HARD,16,32.05424836601307,22.398039215686275,1,0.597999999999999,0.0,True,False,False,,,
9267,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,42,69.511,17.501,31.024,20.986,297.0,232.0,297.0,HARD,17,32.05424836601307,22.398039215686275,1,0.5819999999999936,-0.016000000000005343,True,False,False,,,
9268,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,43,69.592,17.513,31.144,20.935,298.0,230.0,297.0,HARD,18,32.05424836601307,22.398039215686275,1,0.6629999999999967,0.06499999999999773,True,False,False,,,
9269,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,44,69.678,17.457,31.244,20.977,,227.0,300.0,HARD,19,32.05424836601307,22.398039215686275,1,0.7489999999999952,0.15099999999999625,True,False,False,,,
9270,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,45,69.651,17.522,31.196,20.933,296.0,230.0,299.0,HARD,20,32.05424836601307,22.398039215686275,1,0.7219999999999942,0.12399999999999523,True,False,False,,,
9271,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,46,69.563,17.462,31.124,20.977,298.0,231.0,302.0,HARD,21,32.05424836601307,22.398039215686275,1,0.6340000000000003,0.036000000000001364,True,False,False,,,
9272,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,47,69.451,17.473,31.08,20.898,,231.0,300.0,HARD,22,32.05424836601307,22.398039215686275,1,0.5219999999999914,-0.07600000000000762,True,False,False,,,
9273,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,48,69.419,17.426,31.134,20.859,297.0,230.0,298.0,HARD,23,32.05424836601307,22.398039215686275,1,0.4899999999999949,-0.10800000000000409,True,False,True,-1.0,Lap before pit,
9274,20230702,9118,19,1,12,9118_1_3,9118,9118,1213,1,49,73.176,17.481,31.25,24.445,300.0,230.0,299.0,HARD,24,32.05424836601307,22.398039215686275,1,4.247,3.649000000000001,False,True,True,0.0,Pit lap,
9275,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,50,86.268,34.771,30.872,20.625,294.0,233.0,300.0,MEDIUM,0,32.05424836601307,22.398039215686275,1,18.117999999999995,16.741,False,False,True,1.0,Pit-out lap,
9276,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,51,68.15,17.267,30.365,20.518,297.0,236.0,297.0,MEDIUM,1,32.05424836601307,22.398039215686275,1,0.0,-1.3769999999999953,True,False,True,2.0,First normal lap after pit,
9277,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,52,68.342,17.289,30.508,20.545,295.0,236.0,296.0,MEDIUM,2,32.05424836601307,22.398039215686275,1,0.19199999999999307,-1.1850000000000023,True,False,False,,,
9278,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,53,68.235,17.273,30.481,20.481,296.0,236.0,296.0,MEDIUM,3,32.05424836601307,22.398039215686275,1,0.08499999999999375,-1.2920000000000016,True,False,False,,,
9279,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,54,68.25,17.302,30.491,20.457,293.0,236.0,295.0,MEDIUM,4,32.05424836601307,22.398039215686275,1,0.09999999999999432,-1.277000000000001,True,False,False,,,
9280,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,55,68.273,17.272,30.556,20.445,294.0,236.0,298.0,MEDIUM,5,32.05424836601307,22.398039215686275,1,0.12299999999999045,-1.2540000000000049,True,False,False,,,
9281,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,56,68.35,17.235,30.532,20.583,295.0,236.0,296.0,MEDIUM,6,32.05424836601307,22.398039215686275,1,0.19999999999998863,-1.1770000000000067,True,False,False,,,
9282,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,57,68.412,17.237,30.656,20.519,299.0,235.0,297.0,MEDIUM,7,32.05424836601307,22.398039215686275,1,0.26200000000000045,-1.1149999999999949,True,False,False,,,
9283,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,58,68.489,17.23,30.676,20.583,301.0,236.0,299.0,MEDIUM,8,32.05424836601307,22.398039215686275,1,0.33899999999999864,-1.0379999999999967,True,False,False,,,
9284,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,59,68.609,17.342,30.743,20.524,298.0,234.0,295.0,MEDIUM,9,32.05424836601307,22.398039215686275,1,0.458999999999989,-0.9180000000000064,True,False,False,,,
9285,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,60,68.535,17.297,30.657,20.581,299.0,236.0,298.0,MEDIUM,10,32.05424836601307,22.398039215686275,1,0.3849999999999909,-0.9920000000000044,True,False,False,,,
9286,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,61,68.485,17.369,30.652,20.464,296.0,237.0,296.0,MEDIUM,11,32.05424836601307,22.398039215686275,1,0.33499999999999375,-1.0420000000000016,True,False,False,,,
9287,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,62,68.567,17.36,30.638,20.569,,236.0,295.0,MEDIUM,12,32.05424836601307,22.398039215686275,1,0.4169999999999874,-0.960000000000008,True,False,False,,,
9288,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,63,68.624,17.356,30.691,20.577,301.0,236.0,299.0,MEDIUM,13,32.05424836601307,22.398039215686275,1,0.47399999999998954,-0.9030000000000058,True,False,False,,,
9289,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,64,68.692,17.311,30.768,20.613,298.0,236.0,300.0,MEDIUM,14,32.05424836601307,22.398039215686275,1,0.5419999999999874,-0.835000000000008,True,False,False,,,
9290,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,65,68.878,17.269,30.833,20.776,302.0,233.0,299.0,MEDIUM,15,32.05424836601307,22.398039215686275,1,0.7279999999999944,-0.6490000000000009,True,False,False,,,
9291,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,66,68.601,17.221,30.733,20.647,297.0,234.0,295.0,MEDIUM,16,32.05424836601307,22.398039215686275,1,0.4509999999999934,-0.9260000000000019,True,False,False,,,
9292,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,67,68.854,17.289,30.872,20.693,298.0,237.0,298.0,MEDIUM,17,32.05424836601307,22.398039215686275,1,0.7039999999999935,-0.6730000000000018,True,False,False,,,
9293,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,68,69.216,17.653,30.863,20.7,297.0,235.0,297.0,MEDIUM,18,32.05424836601307,22.398039215686275,1,1.0659999999999883,-0.31100000000000705,True,False,True,-1.0,Lap before pit,
9294,20230702,9118,19,1,12,9118_1_4,9118,9118,1213,1,69,72.228,17.294,30.769,24.165,300.0,237.0,298.0,MEDIUM,19,32.05424836601307,22.398039215686275,1,4.077999999999989,2.7009999999999934,False,True,True,0.0,Pit lap,
9295,20230702,9118,19,1,12,9118_1_5,9118,9118,1213,1,70,87.83,34.138,31.932,21.76,293.0,220.0,291.0,SOFT,3,32.05424836601307,22.398039215686275,1,20.817999999999998,18.302999999999997,False,False,True,1.0,Pit-out lap,
9296,20230702,9118,19,1,12,9118_1_5,9118,9118,1213,1,71,67.012,17.04,29.896,20.076,304.0,244.0,302.0,SOFT,4,32.05424836601307,22.398039215686275,1,0.0,-2.5150000000000006,True,False,True,2.0,First normal lap after pit,
9297,20230702,9118,19,2,13,9118_2_1,9118,9118,1213,2,1,101.047,24.245,33.876,42.926,277.0,220.0,305.0,MEDIUM,0,32.05424836601307,22.398039215686275,1,0.0,29.88149999999999,True,False,True,-1.0,Lap before pit,
9298,20230702,9118,19,2,13,9118_2_1,9118,9118,1213,2,2,119.986,29.706,44.91,45.37,215.0,171.0,279.0,MEDIUM,1,32.05424836601307,22.398039215686275,1,18.939000000000007,48.820499999999996,False,True,True,0.0,Pit lap,
9299,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,3,103.374,33.812,37.786,31.776,288.0,88.0,287.0,MEDIUM,0,32.05424836601307,22.398039215686275,1,32.163,32.20849999999999,False,False,True,1.0,Pit-out lap,
9300,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,4,72.47,18.054,32.537,21.879,304.0,226.0,305.0,MEDIUM,1,32.05424836601307,22.398039215686275,1,1.2590000000000003,1.3044999999999902,True,False,True,2.0,First normal lap after pit,
9301,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,5,72.73,17.855,32.769,22.106,298.0,220.0,293.0,MEDIUM,2,32.05424836601307,22.398039215686275,1,1.5190000000000055,1.5644999999999953,True,False,False,,,
9302,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,6,71.886,17.392,32.503,21.991,325.0,222.0,313.0,MEDIUM,3,32.05424836601307,22.398039215686275,1,0.6749999999999972,0.720499999999987,True,False,False,,,
9303,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,7,71.211,17.223,32.157,21.831,320.0,224.0,314.0,MEDIUM,4,32.05424836601307,22.398039215686275,1,0.0,0.04549999999998988,True,False,False,,,
9304,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,8,71.667,17.709,32.149,21.809,308.0,224.0,301.0,MEDIUM,5,32.05424836601307,22.398039215686275,1,0.45600000000000307,0.501499999999993,True,False,False,,,
9305,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,9,71.565,17.627,32.048,21.89,307.0,227.0,300.0,MEDIUM,6,32.05424836601307,22.398039215686275,1,0.3539999999999992,0.3994999999999891,True,False,False,,,
9306,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,10,71.739,17.714,32.158,21.867,304.0,225.0,299.0,MEDIUM,7,32.05424836601307,22.398039215686275,1,0.5280000000000058,0.5734999999999957,True,False,False,,,
9307,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,11,71.833,17.784,32.043,22.006,302.0,225.0,299.0,MEDIUM,8,32.05424836601307,22.398039215686275,1,0.6219999999999999,0.6674999999999898,True,False,False,,,
9308,20230702,9118,19,2,13,9118_2_2,9118,9118,1213,2,12,71.875,17.783,32.105,21.987,303.0,225.0,296.0,MEDIUM,9,32.05424836601307,22.398039215686275,1,0.6640000000000015,0.7094999999999914,True,False,False,,,
